"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"318","Dominique Dafney","GB","te","13","@CHI","0.1","2500","0","0","0","0","0","0","0","0","0","0.0326","0.0228","0.2516","0.0027","0.0003","0.0001","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","Dede Westbrook","MIN","wr","7","@CAR","2.7","3000","0","0","0","0","0","0","0.0253","0.133","0.0008","1.5435","1.1156","11.9081","0.0652","0.0102","0.0051","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"320","Miles Boykin","BLT","wr","8","LAC","2.7","3000","0","0","0","0","0","0","0","0","0","1.4115","0.9003","13.0173","0.078","0.0086","0.0043","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","Brandon Zylstra","CAR","wr","13","MIN","2.5","3000","0","0","0","0","0","0","0.0488","0.2552","0.0022","1.3263","0.8964","11.7726","0.0632","0.0103","0.0051","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","C.J. Board","NYG","wr","10","LA","2.3","3000","0","0","0","0","0","0","0.0653","0.3413","0.0024","1.3029","0.8844","10.7429","0.0531","0.0101","0.0051","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"323","Greg Ward","PHI","wr","14","TB","2.2","0","0","0","0","0","0","0","0.065","0.3402","0.0022","1.4085","0.9922","8.5843","0.0414","0.009","0.0045","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"324","J.J. Arcega-Whiteside","PHI","wr","14","TB","2.1","0","0","0","0","0","0","0","0.0433","0.2469","0.0015","1.1268","0.7032","10.2847","0.0476","0.0078","0.0039","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"325","Auden Tate","CIN","wr","10","@DET","2.1","3000","0","0","0","0","0","0","0.0472","0.2553","0.0016","1.0632","0.6872","10.0167","0.0668","0.0094","0.0047","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"326","Mike Thomas","CIN","wr","10","@DET","2","3000","0","0","0","0","0","0","0.0236","0.1153","0.0008","1.0632","0.7483","8.7837","0.0633","0.008","0.004","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"327","Trinity Benson","DET","wr","9","CIN","2","3000","0","0","0","0","0","0","0.0229","0.1307","0.0008","1.0699","0.7087","8.6866","0.0365","0.0569","0.0285","0.0018","50.1985","0.0332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"328","Willie Snead IV","LV","wr","8","@DEN","1.9","3000","0","0","0","0","0","0","0.025","0.1084","0.0009","0.9756","0.7287","7.9178","0.0535","0.0086","0.0043","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"329","D'Wayne Eskridge","SEA","wr","9","@PIT","1.8","0","0","0","0","0","0","0","0.0251","0.1541","0.0007","0.8604","0.5856","7.993","0.0432","0.0424","0.0212","0.0016","17.8856","0.0262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"330","Josh Palmer","LAC","wr","7","@BLT","1.8","3000","0","0","0","0","0","0","0","0","0","1.0325","0.6537","9.0407","0.0422","0.007","0.0035","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"331","Ashton Dulin","IND","wr","14","HST","1.8","3000","0","0","0","0","0","0","0.2718","1.5431","0.0121","0.6236","0.4394","5.5464","0.037","0.0709","0.0354","0.0014","60.0896","0.0569","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"332","Zay Jones","LV","wr","8","@DEN","1.7","3000","0","0","0","0","0","0","0.025","0.1287","0.0008","0.9756","0.671","6.6347","0.038","0.0322","0.0161","0.0018","39.0264","0.0224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","Joe Fortson","KC","wr","12","@WAS","1.7","2500","0","0","0","0","0","0","0","0","0","0.8744","0.5967","7.7658","0.0496","0.0065","0.0032","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"334","Isaiah McKenzie","BUF","wr","7","@TEN","1.6","3000","0","0","0","0","0","0","0.6824","3.2308","0.024","0.5143","0.4096","3.1146","0.0212","0.0718","0.0359","0.0021","69.5329","0.0556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"335","Josh Gordon","KC","wr","12","@WAS","1.4","3400","0","0","0","0","0","0","0","0","0","0.6995","0.464","6.8764","0.0438","0.0046","0.0023","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","Alex Erickson","CAR","wr","13","MIN","1.3","3000","0","0","0","0","0","0","0.0244","0.1181","0.001","0.6631","0.4391","4.939","0.0187","0.0569","0.0285","0.0012","21.1417","0.0344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337","Diontae Spencer","DEN","wr","11","LV","1.3","3000","0","0","0","0","0","0","0.1212","0.535","0.0047","0.6171","0.4199","4.1382","0.019","0.0701","0.0351","0.0015","65.4784","0.0474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"338","Damiere Byrd","CHI","wr","10","GB","1.2","3000","0","0","0","0","0","0","0.0663","0.3126","0.0027","0.618","0.4084","5.0058","0.0236","0.0342","0.0171","0.0014","12.94","0.0207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","Jakeem Grant","CHI","wr","10","GB","1.1","3000","0","0","0","0","0","0","0.2211","1.0903","0.0101","0.618","0.4168","3.9166","0.019","0.0082","0.0041","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"340","Cameron Batson","TEN","wr","13","BUF","1.1","3000","0","0","0","0","0","0","0.025","0.1357","0.0007","0.6111","0.4298","5.1502","0.0278","0.0049","0.0024","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"341","Jaelon Darden","TB","wr","9","@PHI","1.1","0","0","0","0","0","0","0","0","0","0","0.3758","0.2709","3.2085","0.0223","0.0768","0.0384","0.0012","67.5244","0.0636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"342","Tyron Johnson","JAX","wr","7","MIA","1","0","0","0","0","0","0","0","0.0232","0.1319","0.0008","0.4958","0.3258","4.7233","0.0226","0.0037","0.0018","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","Penny Hart","SEA","wr","9","@PIT","0.9","3000","0","0","0","0","0","0","0.0501","0.2804","0.0014","0.4609","0.3127","3.7908","0.0218","0.0041","0.002","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"344","Amari Rodgers","GB","wr","13","@CHI","0.9","3000","0","0","0","0","0","0","0.127","0.7748","0.004","0.3259","0.2287","2.6497","0.0173","0.0389","0.0195","0.0018","16.965","0.0289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","Andre Roberts","HST","wr","10","@IND","0.6","3000","0","0","0","0","0","0","0.0199","0.076","0.0008","0.1625","0.1019","1.1996","0.006","0.0857","0.0428","0.0003","97.4066","0.0654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"346","Mack Hollins","MIA","wr","14","@JAX","0.6","0","0","0","0","0","0","0","0","0","0","0.336","0.2267","2.7346","0.0139","0.0022","0.0011","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"347","K.J. Hill","LAC","wr","7","@BLT","0.5","3000","0","0","0","0","0","0","0","0","0","0.1721","0.1174","1.3606","0.0064","0.0608","0.0304","0.0002","59.7432","0.043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"348","Jake Kumerow","BUF","wr","7","@TEN","0.4","3000","0","0","0","0","0","0","0","0","0","0.1714","0.1154","1.6745","0.0112","0.0012","0.0006","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","Trenton Irwin","CIN","wr","10","@DET","0.4","3000","0","0","0","0","0","0","0","0","0","0.1772","0.1286","1.5984","0.0113","0.0014","0.0007","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"350","Michael Strachan","IND","wr","14","HST","0.4","0","0","0","0","0","0","0","0","0","0","0.2183","0.1506","2.0094","0.0135","0.0016","0.0008","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"351","Tutu Atwell","LA","wr","11","@NYG","0.3","3000","0","0","0","0","0","0","0","0","0","0.0346","0.0237","0.2981","0.002","0.0488","0.0244","0.0001","65.8246","0.0429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","Malik Taylor","GB","wr","13","@CHI","0.3","3000","0","0","0","0","0","0","0.0254","0.1488","0.0008","0.1629","0.1113","1.4103","0.009","0.0016","0.0008","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"353","Gunner Olszewski","NE","wr","14","DAL","0.3","3000","0","0","0","0","0","0","0.0248","0.1397","0.0009","0.0657","0.0445","0.5764","0.0034","0.025","0.0125","0.0001","16.6648","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"354","Ihmir Smith-Marsette","MIN","wr","7","@CAR","0.2","3000","0","0","0","0","0","0","0","0","0","0.0309","0.0209","0.2847","0.0016","0.0399","0.0199","0","36.2482","0.032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","Racey McMath","TEN","wr","13","BUF","0.2","3000","0","0","0","0","0","0","0","0","0","0.1222","0.0841","1.1268","0.0054","0.0009","0.0005","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"356","Marcus Kemp","KC","wr","12","@WAS","0.1","3000","0","0","0","0","0","0","0","0","0","0.07","0.0478","0.6008","0.0038","0.0005","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","Bennett Skowronek","LA","wr","11","@NYG","0.1","0","0","0","0","0","0","0","0","0","0","0.0346","0.0234","0.3058","0.0021","0.0003","0.0001","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","Antoine Wesley","ARZ","wr","12","@CLV","0.1","3000","0","0","0","0","0","0","0.0232","0.1307","0.0008","0.0652","0.041","0.5133","0.0027","0.0008","0.0004","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","Collin Johnson","NYG","wr","10","LA","0.1","3000","0","0","0","0","0","0","0","0","0","0.0651","0.0417","0.5686","0.003","0.0004","0.0002","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"360","Equanimeous St. Brown","GB","wr","13","@CHI","0.1","3000","0","0","0","0","0","0","0","0","0","0.0652","0.0422","0.5688","0.0038","0.0004","0.0002","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"361","Malik Turner","DAL","wr","7","@NE","0.1","3000","0","0","0","0","0","0","0","0","0","0.0347","0.0234","0.3332","0.0019","0.0002","0.0001","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"362","Cody White","PIT","wr","7","SEA","0.1","3000","0","0","0","0","0","0","0","0","0","0.0359","0.0228","0.2894","0.0016","0.0002","0.0001","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"363","Tylan Wallace","BLT","wr","8","LAC","0.1","3000","0","0","0","0","0","0","0","0","0","0.0282","0.0186","0.2495","0.0013","0.0002","0.0001","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"364","Dax Milne","WAS","wr","9","KC","0.1","3000","0","0","0","0","0","0","0","0","0","0.0332","0.0212","0.294","0.0013","0.0002","0.0001","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"365","De'Michael Harris","IND","wr","14","HST","0.1","0","0","0","0","0","0","0","0","0","0","0.0624","0.0476","0.4673","0.0033","0.0005","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"366","Simi Fehoko","DAL","wr","7","@NE","0.1","3000","0","0","0","0","0","0","0","0","0","0.0347","0.0224","0.3304","0.0018","0.0002","0.0001","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"367","Jacoby Brissett","MIA","qb","14","@JAX","2.1","0","2.4176","3.597","26.9389","0.1727","0.0518","0.2829","0.4744","1.9201","0.0321","0","0","0","0","0.069","0.0345","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"368","Jacob Eason","IND","qb","14","HST","0.9","4000","1.1668","1.6659","12.2719","0.0877","0.0474","0.1209","0.1289","0.4223","0.0044","0","0","0","0","0.0243","0.0121","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369","Chad Henne","KC","qb","12","@WAS","0.5","4100","0.5063","0.759","6.1747","0.0445","0.0191","0.0583","0.0443","0.2709","0.0026","0","0","0","0","0.0114","0.0057","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"370","Blaine Gabbert","TB","qb","9","@PHI","0.5","0","0.5529","0.7397","6.6257","0.0505","0.0215","0.0568","0.0652","0.2882","0.0026","0","0","0","0","0.0131","0.0066","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"371","Brandon Allen","CIN","qb","10","@DET","0.5","5300","0.5289","0.7378","6.4532","0.0478","0.0198","0.05","0.056","0.2747","0.0023","0","0","0","0","0.0099","0.005","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"372","Chase Daniel","LAC","qb","7","@BLT","0.4","4000","0.4683","0.7148","5.7272","0.0299","0.0225","0.0609","0.0584","0.2517","0.002","0","0","0","0","0.0104","0.0052","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"373","Brian Hoyer","NE","qb","14","DAL","0.4","4000","0.4683","0.7197","5.29","0.0322","0.0113","0.0377","0.0392","0.22","0.0021","0","0","0","0","0.0124","0.0062","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"374","Case Keenum","CLV","qb","13","ARZ","0.4","4500","0.4339","0.6929","4.9903","0.0312","0.0162","0.0336","0.0454","0.2005","0.0027","0","0","0","0","0.0126","0.0063","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","Mike Glennon","NYG","qb","10","LA","0.4","5000","0.448","0.7421","5.1998","0.0303","0.0199","0.0529","0.0349","0.2323","0.0021","0","0","0","0","0.0112","0.0056","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"376","Sean Mannion","MIN","qb","7","@CAR","0.4","4300","0.4592","0.6812","5.2602","0.0332","0.028","0.0419","0.034","0.237","0.0024","0","0","0","0","0.0105","0.0052","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"377","Jeff Driskel","HST","qb","10","@IND","0.4","4000","0.4545","0.6794","5.1911","0.0276","0.0118","0.0673","0.0794","0.3795","0.0026","0","0","0","0","0.0098","0.0049","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378","Mitchell Trubisky","BUF","qb","7","@TEN","0.4","4400","0.4965","0.7454","5.8523","0.0404","0.0169","0.0449","0.0668","0.3314","0.0028","0","0","0","0","0.0091","0.0046","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"379","Nathan Peterman","LV","qb","8","@DEN","0.4","4000","0.4734","0.6658","5.2265","0.0343","0.0449","0.0515","0.0707","0.2791","0.0028","0","0","0","0","0.0109","0.0055","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"380","Cooper Rush","DAL","qb","7","@NE","0.4","4000","0.4985","0.7101","5.6071","0.0348","0.0216","0.0532","0.0392","0.2555","0.0012","0","0","0","0","0.0095","0.0047","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"381","Jake Luton","SEA","qb","9","@PIT","0.4","4500","0.4411","0.6895","5.3557","0.0334","0.0266","0.0592","0.0513","0.1998","0.0023","0","0","0","0","0.0117","0.0058","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"382","Drew Lock","DEN","qb","11","LV","0.4","4800","0.4325","0.6954","5.1062","0.028","0.021","0.0403","0.0567","0.2636","0.0028","0","0","0","0","0.0097","0.0048","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","Jordan Love","GB","qb","13","@CHI","0.4","4200","0.467","0.6823","5.4462","0.0393","0.0179","0.0535","0.0647","0.2562","0.0025","0","0","0","0","0.0111","0.0056","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"384","Tyler Huntley","BLT","qb","8","LAC","0.4","4300","0.3936","0.6226","4.7592","0.0295","0.0156","0.0527","0.0784","0.5259","0.0041","0","0","0","0","0.0112","0.0056","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"385","John Wolford","LA","qb","11","@NYG","0.4","4100","0.511","0.7009","5.7178","0.0397","0.0185","0.0532","0.0368","0.2579","0.0014","0","0","0","0","0.0088","0.0044","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"386","David Blough","DET","qb","9","CIN","0.4","4700","0.4895","0.7236","5.692","0.0277","0.026","0.0561","0.0618","0.3109","0.0024","0","0","0","0","0.0099","0.005","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"387","Logan Woodside","TEN","qb","13","BUF","0.4","4000","0.4382","0.6549","5.3296","0.0278","0.021","0.0532","0.0632","0.2955","0.0021","0","0","0","0","0.0107","0.0054","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"388","Mason Rudolph","PIT","qb","7","SEA","0.4","4800","0.4848","0.7305","5.2843","0.0321","0.0221","0.0387","0.0461","0.2054","0.0021","0","0","0","0","0.0107","0.0054","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"389","Joe Flacco","PHI","qb","14","TB","0.3","0","0.4408","0.7672","4.6625","0.0222","0.0155","0.0524","0.0614","0.2084","0.0028","0","0","0","0","0.0161","0.008","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"390","Colt McCoy","ARZ","qb","12","@CLV","0.3","4000","0.4406","0.7093","4.5519","0.0278","0.0195","0.0526","0.073","0.2803","0.0024","0","0","0","0","0.0114","0.0057","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"391","Andy Dalton","CHI","qb","10","GB","0.3","5000","0.4113","0.7278","4.4027","0.0245","0.0201","0.043","0.0494","0.1878","0.0032","0","0","0","0","0.008","0.004","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","C.J. Beathard","JAX","qb","7","MIA","0.3","0","0.4714","0.7328","5.1919","0.027","0.0235","0.0511","0.0482","0.283","0.0025","0","0","0","0","0.012","0.006","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","Phillip Walker","CAR","qb","13","MIN","0.3","4000","0.4621","0.737","5.2495","0.0291","0.0399","0.0549","0.0516","0.2922","0.003","0","0","0","0","0.0112","0.0056","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"394","Kyle Allen","WAS","qb","9","KC","0.3","4700","0.4671","0.713","5.2049","0.0238","0.0171","0.0502","0.0594","0.2275","0.003","0","0","0","0","0.015","0.0075","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"395","Colts DST","IND","dst","14","HST","9.1","3500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0289","0.0346","1.5071","1.0632","0.5316","0.0464","60.0896","0.0569","0.0277","0.0665","0.175","0.2646","0.2499","0.1475","0.0688","0","0","0","0","0","0","0","0","0","0"
"396","Dolphins DST","MIA","dst","14","@JAX","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5366","0.0355","1.2372","1.1572","0.5786","0.2767","61.7433","0.0523","0.022","0.0525","0.1443","0.2376","0.2549","0.1782","0.1105","0","0","0","0","0","0","0","0","0","0"
