player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Dylan Parham,60953,G,LV,1,100.0,0,23,82.3,73.1,82.6,0,0,24,100.0,100.0,100.0,0,0,0,35,0,0,0,35,26,26,35,0,9,0
Michael Pittman Jr.,29049,WR,IND,1,38.9,0,14,77.5,,70.8,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,90,0,55,0,0,35,0
Kyle Pitts,83964,TE,ATL,1,55.6,0,2,56.2,77.2,59.3,0,0,6,18.2,20.0,100.0,0,0,0,35,0,0,0,63,7,35,0,2,28,26
Matt Ryan,4317,QB,IND,1,37.0,0,14,58.9,,60.3,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,92,0,56,0,0,34,0
Ben Bredeson,27305,G,NYG,1,100.0,0,21,38.0,38.0,51.2,0,2,19,100.0,100.0,94.7,1,2,0,33,0,32,0,33,20,20,0,0,13,0
Patrick Mekari,46219,T,BLT,1,100.0,0,3,60.3,62.3,56.6,0,2,17,100.0,100.0,94.1,0,2,0,32,0,0,32,32,17,17,0,0,15,0
Justin McCray,9234,G,HST,1,100.0,0,13,48.5,12.0,63.9,1,4,22,100.0,100.0,88.6,0,5,0,32,0,32,0,32,22,22,0,0,10,0
Teven Jenkins,41534,G,CHI,1,100.0,0,6,77.9,71.7,74.4,0,1,12,100.0,100.0,95.8,0,1,0,31,0,0,0,31,13,13,31,0,18,0
T.J. Hockenson,40912,TE,DET,1,49.2,0,11,69.1,77.7,51.7,0,0,6,16.7,15.8,100.0,1,0,0,31,0,0,0,63,6,38,0,0,25,37
Trey Smith,62960,G,KC,1,100.0,0,16,72.1,57.0,74.2,0,2,20,100.0,100.0,95.0,0,2,0,31,0,0,0,31,21,21,31,0,10,0
Tom Brady,698,QB,TB,1,50.0,0,30,70.0,,60.0,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,62,0,29,0,0,31,0
Cole Kmet,60995,TE,CHI,1,64.6,0,6,56.6,70.2,64.3,0,0,1,5.9,5.6,100.0,0,0,0,31,0,0,0,48,1,18,0,0,30,33
Pharaoh Brown,12247,TE,HST,1,67.4,0,13,54.8,41.0,54.2,0,1,7,31.8,34.8,78.6,0,2,1,31,0,0,0,46,8,23,0,0,23,38
Jon Runyan,36661,G,GB,1,100.0,0,12,47.6,84.6,39.0,0,0,19,100.0,100.0,100.0,0,0,0,31,0,31,0,31,19,19,0,0,12,0
Zach Tom,55443,G,GB,1,100.0,0,12,43.2,41.0,44.7,0,1,23,100.0,100.0,97.8,0,1,0,30,0,30,0,30,24,24,0,0,6,0
Geoff Swaim,9679,TE,TEN,1,66.7,0,31,62.7,74.8,57.0,0,0,5,26.3,25.0,100.0,0,0,0,30,0,0,0,45,5,20,0,0,25,40
Mike Williams,11762,WR,LAC,1,48.4,0,27,45.5,,42.6,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,62,0,32,0,0,30,0
Brandon Aiyuk,84109,WR,SF,1,44.8,0,28,58.3,,37.9,0,0,0,0.0,0.0,,1,0,0,30,0,0,0,67,0,36,0,0,30,0
Dallas Goedert,47272,TE,PHI,1,42.0,0,24,58.6,69.8,56.4,0,0,1,2.6,2.4,100.0,1,0,0,29,0,0,0,69,1,41,0,0,28,43
Mo Alie-Cox,12078,TE,IND,1,58.0,0,14,69.8,75.0,62.4,0,0,6,23.1,22.2,100.0,0,0,0,29,0,0,0,50,6,27,0,1,23,39
Joshua Ezeudu,77355,G,NYG,1,100.0,0,21,50.3,0.0,65.6,0,1,10,100.0,100.0,85.0,0,2,1,29,0,28,0,29,11,11,0,0,18,0
DeVonta Smith,61100,WR,PHI,1,40.3,0,24,49.9,,58.1,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,72,0,43,0,0,29,0
Darnell Mooney,48236,WR,CHI,1,55.8,0,6,53.5,,62.1,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,52,0,23,0,0,29,0
Ja'Marr Chase,84270,WR,CIN,1,29.0,0,7,74.5,,55.2,0,0,0,0.0,0.0,,1,0,0,29,0,0,0,100,0,71,0,0,29,0
Marcus Mariota,9435,QB,ATL,1,37.3,0,2,58.9,,60.0,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,75,0,39,0,0,28,0
Justin Herbert,28237,QB,LAC,1,41.8,0,27,79.8,,60.0,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,67,0,35,0,0,28,0
Kirk Cousins,7102,QB,MIN,1,45.2,0,18,82.8,,60.0,0,0,0,0.0,0.0,,1,0,0,28,0,0,0,62,0,34,0,0,28,0
Joe Burrow,28022,QB,CIN,1,28.0,0,7,53.7,,60.0,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,100,0,71,0,0,28,0
Jared Goff,10635,QB,DET,1,39.1,0,11,49.5,,60.0,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,69,0,41,0,0,27,0
Justin Fields,82118,QB,CHI,1,46.6,1,6,44.2,,60.0,0,0,0,0.0,0.0,,1,0,0,27,0,0,0,58,0,24,0,0,27,0
Lucas Patrick,11435,G,CHI,1,100.0,0,6,65.9,71.2,62.7,0,1,11,100.0,100.0,95.5,0,1,0,27,0,0,0,27,11,11,27,0,16,0
Donovan Peoples-Jones,61439,WR,CLV,1,40.9,0,8,68.0,,50.8,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,66,0,39,0,0,27,0
Amari Cooper,9437,WR,CLV,1,40.9,0,8,53.4,,58.3,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,66,0,39,0,0,27,0
Tre' McKitty,60896,TE,LAC,1,67.5,0,27,29.7,41.5,40.6,0,0,4,23.5,27.8,100.0,1,0,0,27,0,0,0,40,5,18,0,0,22,30
Cade Otton,61071,TE,TB,1,86.7,0,30,67.4,66.3,67.0,0,0,1,20.0,20.0,100.0,0,0,0,26,0,0,0,30,1,5,0,0,25,28
Patrick Ricard,48862,FB,BLT,1,72.2,0,3,69.1,77.0,76.4,0,0,9,47.4,50.0,100.0,0,0,0,26,0,0,0,36,10,20,0,0,16,20
Equanimeous St. Brown,47967,WR,CHI,1,59.1,0,6,64.9,62.2,68.0,0,0,1,5.6,5.3,100.0,0,0,0,26,0,0,0,44,1,19,0,0,25,3
Daniel Jones,39395,QB,NYG,1,41.7,0,21,57.4,,60.0,0,0,0,0.0,0.0,,1,0,0,25,0,0,0,60,0,31,0,0,25,0
Durham Smythe,47257,TE,MIA,1,65.8,0,17,70.9,79.1,65.8,0,0,8,38.1,38.1,100.0,0,0,0,25,0,0,1,38,8,21,0,0,17,33
Dawson Knox,35883,TE,BUF,1,50.0,0,4,53.2,79.4,64.5,0,0,7,21.9,21.9,100.0,0,0,0,25,0,0,0,50,7,32,0,1,18,20
Ryan Tannehill,7014,QB,TEN,1,38.5,0,31,81.1,,60.3,0,0,0,0.0,0.0,,1,0,0,25,0,0,0,65,0,39,0,0,25,0
Parris Campbell,47940,WR,IND,1,35.2,0,14,59.3,,68.0,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,71,0,46,0,0,25,0
Adam Thielen,8288,WR,MIN,1,42.4,0,18,57.0,,55.8,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,59,0,34,0,0,25,0
A.J. Brown,48327,WR,PHI,1,36.4,0,24,88.8,,59.5,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,66,0,42,0,0,24,0
Kenny Golladay,11851,WR,NYG,1,52.2,0,21,51.0,,40.9,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,46,0,22,0,0,24,0
Noah Gray,60878,TE,KC,1,64.9,0,16,72.0,74.7,68.4,0,0,4,23.5,23.5,100.0,0,0,0,24,0,0,0,37,4,17,0,0,20,33
Davis Mills,52269,QB,HST,1,35.3,0,13,68.1,,60.0,0,0,0,0.0,0.0,,1,0,0,24,0,0,0,68,0,42,0,0,24,0
Brandin Cooks,8655,WR,HST,1,37.5,0,13,68.1,,59.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,64,0,40,0,0,24,0
Ja'Wuan James,8654,T,BLT,1,100.0,0,3,65.3,86.0,47.5,0,0,17,100.0,100.0,100.0,0,0,0,24,0,0,24,24,18,18,0,0,6,0
Johnny Mundt,12206,TE,MIN,1,60.0,0,18,58.4,69.7,52.1,0,0,1,5.9,5.9,100.0,0,0,0,24,0,0,0,40,1,17,0,0,23,33
Josh Palmer,62979,WR,LAC,1,48.0,0,27,56.5,,60.1,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,50,0,25,0,0,24,1
Chris Manhertz,10211,TE,JAX,1,92.0,0,15,60.4,65.0,59.4,1,0,8,80.0,80.0,93.7,0,1,0,23,0,0,1,25,8,10,0,1,15,22
Tyler Conklin,47124,TE,NYJ,1,29.9,0,22,40.5,15.5,55.3,0,1,5,9.1,8.5,90.0,0,1,0,23,0,0,0,77,5,59,0,0,18,42
John Bates,42275,TE,WAS,1,54.8,0,32,52.0,74.1,72.5,0,0,7,28.0,26.9,100.0,0,0,0,23,0,0,1,42,7,26,0,0,16,24
Donovan Smith,9467,T,TB,1,100.0,0,30,62.9,5.4,83.3,1,1,10,100.0,100.0,80.0,0,3,1,23,0,0,23,23,10,10,0,0,13,0
Trey Lance,91399,QB,SF,1,33.8,0,28,53.7,,60.0,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,68,0,36,0,0,23,0
Sterling Shepard,10674,WR,NYG,1,53.5,0,21,69.0,,71.4,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,43,0,20,0,0,23,1
Jalen Hurts,40291,QB,PHI,1,30.7,0,24,76.8,,60.0,0,0,0,0.0,0.0,,2,0,0,23,0,0,0,75,0,44,0,0,23,0
Justin Jefferson,61398,WR,MIN,1,40.4,0,18,91.1,,61.0,0,0,0,0.0,0.0,,1,0,0,23,0,0,0,57,0,34,0,0,23,0
Pat Freiermuth,84085,TE,PIT,1,41.1,0,25,74.2,74.0,56.5,0,0,6,16.7,15.4,100.0,0,0,0,23,0,0,0,56,6,39,0,0,17,47
Lester Cotton Sr.,46085,G,LV,1,100.0,0,23,67.6,84.4,58.1,0,0,19,100.0,100.0,100.0,0,0,0,23,0,0,0,23,19,19,23,0,4,0
Amon-Ra St. Brown,84470,WR,DET,1,37.7,0,11,59.2,,68.9,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,61,0,38,0,0,23,0
Tyler Kroft,9518,TE,SF,1,59.5,0,28,71.7,,85.9,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,37,0,15,0,0,22,30
Dalton Schultz,47304,TE,DAL,1,31.9,0,9,61.8,53.8,49.9,0,0,3,6.5,6.0,100.0,0,0,0,22,0,0,0,69,3,50,0,0,19,38
Drake London,86519,WR,ATL,1,40.7,0,2,71.5,,41.4,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,54,0,32,0,0,22,0
Will Dissly,30762,TE,SEA,1,59.5,0,29,72.9,81.7,71.1,0,0,3,17.6,21.1,100.0,0,0,0,22,0,0,0,37,4,19,0,0,18,25
Mike Evans,8642,WR,TB,1,48.9,0,30,86.8,,61.7,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,45,0,23,0,0,22,0
Carson Wentz,10636,QB,WAS,1,28.6,0,32,67.6,,60.0,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,77,0,52,0,0,22,0
Daniel Bellinger,84041,TE,NYG,1,75.9,0,21,67.1,71.3,68.7,0,0,2,22.2,22.2,100.0,0,0,0,22,0,0,0,29,2,9,0,0,20,27
Tyler Boyd,10689,WR,CIN,1,27.5,0,7,58.0,,47.5,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,80,0,58,0,0,22,0
Gerald Everett,11799,TE,LAC,1,47.7,0,27,70.4,46.0,51.6,1,0,2,8.0,8.0,75.0,1,1,0,21,0,0,0,44,2,25,0,1,19,31
Tua Tagovailoa,60326,QB,MIA,1,35.0,0,17,53.3,,60.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,60,0,37,0,0,21,0
Adam Trautman,109795,TE,NO,1,84.0,1,20,39.9,77.1,48.7,0,0,5,55.6,60.0,100.0,1,0,0,21,0,0,1,25,6,10,0,0,15,19
Ryan Griffin,7982,TE,CHI,1,67.7,0,6,60.6,72.5,69.3,0,0,2,16.7,16.7,100.0,0,0,0,21,0,0,0,31,2,12,0,0,19,27
Kylen Granson,40630,TE,IND,1,41.2,0,14,44.8,66.6,57.7,0,0,1,3.3,3.2,100.0,0,0,0,21,0,0,0,51,1,31,0,0,20,31
Jack Stoll,42058,TE,PHI,1,80.8,0,24,65.9,53.3,69.9,0,0,3,37.5,37.5,100.0,0,0,0,21,0,0,0,26,3,8,0,4,18,21
Olamide Zaccheaus,44920,WR,ATL,1,46.7,0,2,55.6,,49.0,0,0,0,0.0,0.0,,1,0,0,21,0,0,0,45,0,24,0,0,21,0
Patrick Mahomes,11765,QB,KC,1,32.3,0,16,74.2,,60.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,65,0,44,0,0,21,0
DeVante Parker,9447,WR,NE,1,37.5,0,19,55.4,,58.6,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,56,0,35,0,0,21,0
Jonnu Smith,11855,TE,NE,1,51.3,0,19,75.2,70.6,44.9,0,0,1,5.6,5.0,100.0,0,0,0,20,0,0,0,39,1,20,0,0,19,29
Jahan Dotson,84375,WR,WAS,1,29.4,0,32,64.7,,40.3,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,68,0,47,0,0,20,0
Terry McLaurin,48229,WR,WAS,1,29.0,0,32,63.8,,60.5,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,69,0,49,0,0,20,0
Mac Jones,60323,QB,NE,1,35.7,0,19,66.2,,60.0,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,56,0,35,0,0,20,0
Harrison Bryant,26394,TE,CLV,1,52.6,0,8,51.4,69.1,57.5,0,0,1,6.3,10.0,100.0,0,0,0,20,0,0,0,38,2,20,0,0,18,26
Wes Schweitzer,10829,G,WAS,1,100.0,0,32,51.2,24.8,59.5,1,0,14,100.0,100.0,96.4,0,1,0,20,0,0,0,20,14,14,20,0,6,0
Josh Reynolds,11872,WR,DET,1,36.4,0,11,56.4,,73.7,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,55,0,35,0,0,20,0
Cameron Brate,9207,TE,TB,1,45.2,0,30,46.3,,59.7,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,42,0,23,0,0,19,26
Gabriel Davis,55410,WR,BUF,1,33.3,0,4,66.8,,56.8,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,57,0,38,0,0,19,0
Trevor Lawrence,77632,QB,JAX,1,27.1,0,15,56.3,,60.0,0,0,0,0.0,0.0,,2,0,0,19,0,0,0,70,0,50,0,0,19,0
Russell Wilson,7077,QB,DEN,1,28.8,0,10,54.0,,60.0,0,0,0,0.0,0.0,,2,0,0,19,0,0,0,66,0,47,0,0,19,0
D.J. Chark Jr.,47702,WR,DET,1,33.9,0,11,66.1,,77.3,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,56,0,37,0,0,19,0
Nick Westbrook-Ikhine,47861,WR,TEN,1,43.2,0,31,55.4,,51.4,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,44,0,25,0,0,19,1
Mitchell Trubisky,11757,QB,PIT,1,30.2,0,25,62.0,,60.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,63,0,43,0,0,19,0
Richie James Jr.,28991,WR,NYG,1,45.2,0,21,62.2,,62.2,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,42,0,22,0,0,19,0
Jameis Winston,9434,QB,NO,1,31.1,0,20,79.6,,61.3,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,61,0,42,0,0,19,0
Keith Smith,9302,FB,ATL,1,79.2,0,2,49.4,76.6,49.5,0,0,2,28.6,37.5,100.0,0,0,0,19,0,0,0,24,3,8,0,0,16,10
Drew Sample,47259,TE,CIN,1,62.1,0,7,53.4,74.3,55.3,0,0,4,26.7,26.7,100.0,0,0,0,18,0,0,0,29,4,15,0,0,14,23
Thayer Munford,59994,T,LV,1,100.0,0,23,45.2,50.8,58.4,0,2,15,100.0,100.0,93.3,1,2,0,18,0,0,0,18,15,15,0,18,3,0
Marquise Brown,61568,WR,ARZ,1,29.0,0,1,71.6,,79.8,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,62,0,44,0,0,18,0
Christian Kirk,47546,WR,JAX,1,28.1,0,15,79.1,,58.4,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,64,0,46,0,0,18,0
Hayden Hurst,47294,TE,CIN,1,24.0,0,7,63.4,65.1,67.5,0,0,1,1.9,1.7,100.0,1,0,0,18,0,0,0,75,1,58,0,0,17,46
Noah Brown,11993,WR,DAL,1,29.5,0,9,69.3,,59.5,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,61,0,43,0,0,18,0
Quinn Meinerz,112915,G,DEN,1,100.0,0,10,92.0,80.0,90.3,0,0,11,100.0,100.0,100.0,0,0,0,18,0,0,0,18,11,11,18,0,7,0
CeeDee Lamb,61570,WR,DAL,1,26.9,0,9,51.2,,60.5,0,0,0,0.0,0.0,,1,0,0,18,0,0,0,67,0,49,0,0,18,0
Mike Thomas,10840,WR,CIN,1,26.1,0,7,49.4,,56.0,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,69,0,51,0,0,18,1
Robbie Anderson,11254,WR,CAR,1,34.0,0,5,62.4,,61.5,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,53,0,35,0,0,18,0
Courtland Sutton,48164,WR,DEN,1,27.0,0,10,67.3,,88.5,0,0,0,0.0,0.0,,1,0,0,17,0,0,0,63,0,46,0,0,17,0
Dak Prescott,10769,QB,DAL,1,32.1,0,9,37.4,,60.2,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,53,0,34,0,0,17,0
Brock Wright,60994,TE,DET,1,73.9,0,11,58.1,72.7,62.5,0,0,2,25.0,25.0,100.0,0,0,0,17,0,0,0,23,2,8,0,0,15,17
Brevin Jordan,77887,TE,HST,1,40.5,0,13,56.1,58.6,58.4,0,0,4,13.8,13.8,100.0,0,0,0,17,0,0,0,42,4,29,0,0,13,21
Bryan Edwards,28486,WR,ATL,1,48.6,0,2,50.1,,50.7,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,35,0,18,0,0,17,0
Marcedes Lewis,2973,TE,GB,1,73.9,0,12,56.6,56.1,62.5,0,1,4,40.0,40.0,87.5,0,1,0,17,0,0,0,23,4,10,0,0,13,23
Logan Thomas,8755,TE,WAS,1,35.4,0,32,68.0,80.3,86.8,0,0,2,7.1,8.8,100.0,0,0,0,17,0,0,0,48,3,34,0,0,14,15
Charlie Woerner,42257,TE,SF,1,89.5,0,28,66.2,74.9,63.4,0,0,4,66.7,66.7,100.0,0,0,0,17,0,0,0,19,4,6,0,0,13,18
Joe Flacco,4332,QB,NYJ,1,20.2,0,22,67.7,,60.0,0,0,0,0.0,0.0,,1,0,0,17,0,0,0,84,0,66,0,0,17,0
D.J. Moore,48267,WR,CAR,1,32.1,0,5,69.0,,74.1,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,53,0,35,0,0,17,1
Ashton Dulin,91479,WR,IND,1,53.1,0,14,70.8,,89.9,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,32,0,15,0,0,17,0
Aaron Rodgers,2241,QB,GB,1,30.4,0,12,60.1,,60.0,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,56,0,38,0,0,17,0
Lamar Jackson,46416,QB,BLT,1,28.6,0,3,76.8,,60.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,56,0,35,0,0,16,0
Cooper Kupp,11824,WR,LA,1,23.9,0,26,83.3,,39.8,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,67,0,51,0,0,16,0
Allen Robinson II,8696,WR,LA,1,24.6,0,26,54.3,,60.9,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,65,0,49,0,0,16,0
Ben Ellefson,27766,TE,MIN,1,94.1,0,18,45.0,53.5,47.3,1,0,3,75.0,75.0,83.3,0,1,0,16,0,0,0,17,3,4,0,0,13,17
Bernhard Raimann,77948,T,IND,1,100.0,0,14,72.8,81.5,68.6,0,0,5,100.0,100.0,100.0,0,0,0,16,0,0,12,16,7,7,0,0,9,4
Matthew Stafford,4924,QB,LA,1,23.9,0,26,64.7,,60.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,67,0,51,0,0,16,0
Tyler Higbee,10744,TE,LA,1,25.4,0,26,57.4,,53.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,63,0,47,0,0,16,37
Jerry Jeudy,61103,WR,DEN,1,27.1,0,10,67.2,,60.8,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,59,0,43,0,0,16,0
Elijah Moore,84302,WR,NYJ,1,21.3,0,22,58.6,,74.3,0,0,0,0.0,0.0,,1,0,0,16,0,0,0,75,0,59,0,0,16,0
Ko Kieft,41372,TE,TB,1,100.0,0,30,63.9,,62.2,0,0,0,,,,0,0,0,16,0,0,0,16,0,0,0,0,16,10
Robert Woods,7822,WR,TEN,1,34.8,0,31,56.1,,60.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,46,0,30,0,0,16,0
Marquez Valdes-Scantling,47809,WR,KC,1,29.4,0,16,69.0,,61.7,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,51,0,35,0,0,15,0
Greg Dortch,42237,WR,ARZ,1,25.4,1,1,59.6,,38.3,0,0,0,0.0,0.0,,1,0,0,15,0,0,0,59,0,44,0,0,15,0
Deebo Samuel,48274,WR,SF,1,26.8,0,28,48.4,,58.7,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,56,0,34,0,0,15,0
Tony Pollard,27126,HB,DAL,1,39.5,0,9,61.3,64.0,59.5,0,0,10,40.0,40.7,90.0,0,1,1,15,0,0,0,38,11,27,0,0,4,0
A.J. Green,6156,WR,ARZ,1,31.3,0,1,56.9,,61.9,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,48,0,33,0,0,15,0
Josh Oliver,47083,TE,BLT,1,78.9,0,3,46.6,74.6,47.0,0,0,2,33.3,42.9,100.0,0,0,0,15,0,0,0,19,3,7,0,0,12,15
Breshad Perriman,9459,WR,TB,1,57.7,0,30,51.8,,59.7,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,26,0,10,0,0,15,1
Josh Allen,46601,QB,BUF,1,25.9,0,4,91.5,,60.0,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,58,0,38,0,0,15,0
Jakobi Meyers,47468,WR,NE,1,30.6,0,19,75.8,,89.5,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,49,0,33,0,0,15,0
Kyle Juszczyk,7912,FB,SF,1,60.0,0,28,49.0,73.4,62.5,0,0,1,9.1,9.1,100.0,0,0,0,15,0,0,0,25,1,11,0,0,14,6
Bennett Skowronek,27948,WR,LA,1,23.7,0,26,53.1,,59.8,0,0,0,0.0,0.0,,1,0,0,14,0,0,0,59,0,45,0,0,14,1
Geno Smith,7820,QB,SEA,1,25.5,0,29,84.3,,60.0,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,55,0,35,0,0,14,0
Ian Thomas,42130,TE,CAR,1,40.0,0,5,57.1,29.5,44.9,0,0,2,9.1,12.5,100.0,1,0,0,14,0,0,0,35,3,24,0,0,11,32
Derek Carr,8671,QB,LV,1,24.1,0,23,41.5,60.9,60.0,0,0,1,2.3,2.2,100.0,0,0,0,14,0,0,0,58,1,45,0,0,13,0
Marquez Callaway,42295,WR,NO,1,70.0,0,20,55.4,,59.2,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,20,0,6,0,0,14,0
Hunter Henry,10669,TE,NE,1,32.6,0,19,50.5,,54.8,0,0,0,0.0,0.0,,1,0,0,14,0,0,0,43,0,29,0,0,14,24
Kyler Murray,38334,QB,ARZ,1,24.6,0,1,59.0,,60.0,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,57,0,39,0,0,14,0
Mark Andrews,47436,TE,BLT,1,29.8,0,3,73.7,,65.9,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,47,0,33,0,0,14,10
Austin Hooper,10715,TE,TEN,1,35.0,0,31,38.7,11.7,40.9,1,0,3,12.0,10.3,83.3,0,1,0,14,0,0,0,40,3,29,0,0,11,21
Zach Gentry,36049,TE,PIT,1,73.7,0,25,65.3,0.0,60.6,0,1,2,28.6,28.6,75.0,0,1,0,14,0,0,0,19,2,7,0,0,12,19
Alec Ingold,34934,FB,MIA,1,63.6,0,17,55.2,55.7,48.9,0,0,4,36.4,36.4,100.0,0,0,0,14,0,0,0,22,4,11,0,0,10,3
Baker Mayfield,46518,QB,CAR,1,26.4,0,5,47.0,,60.0,0,0,0,0.0,0.0,,1,0,0,14,0,0,0,53,0,35,0,0,14,0
Austin Jackson,60816,T,MIA,1,100.0,0,17,56.8,77.9,47.1,0,0,8,100.0,100.0,100.0,0,0,0,14,0,0,0,14,8,8,0,14,6,0
K.J. Osborn,23503,WR,MIN,1,31.0,0,18,52.8,,59.3,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,42,0,29,0,0,13,0
Nico Collins,61441,WR,HST,1,27.7,0,13,56.4,,60.2,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,47,0,34,0,0,13,0
Tyler Lockett,9502,WR,SEA,1,29.5,0,29,63.0,,54.2,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,44,0,31,0,0,13,0
Zay Jones,11792,WR,JAX,1,22.4,0,15,69.4,,59.6,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,58,0,45,0,0,13,0
Jauan Jennings,48027,WR,SF,1,31.7,0,28,76.8,,89.1,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,41,0,28,0,0,13,0
Quez Watkins,61664,WR,PHI,1,31.7,0,24,46.1,,61.2,0,0,0,0.0,0.0,,1,0,0,13,0,0,0,41,0,28,0,0,13,0
Eric Tomlinson,9786,TE,DEN,1,65.0,0,10,43.4,28.3,65.1,0,0,4,36.4,36.4,100.0,0,0,0,13,0,0,0,20,4,11,0,0,9,20
Marvin Jones Jr.,7158,WR,JAX,1,22.8,0,15,61.2,,60.2,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,57,0,44,0,0,13,0
Joe Fortson,94384,TE,KC,1,54.2,0,16,82.5,70.2,75.6,0,0,1,9.1,8.3,100.0,0,0,0,13,0,0,0,24,1,12,0,0,12,11
Darren Waller,9637,TE,LV,1,26.5,0,23,69.2,21.3,48.3,0,0,1,2.8,5.3,0.0,0,1,1,13,0,0,0,49,2,38,0,0,11,10
KhaDarel Hodge,26104,WR,ATL,1,65.0,0,2,69.1,,60.1,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,20,0,7,0,0,13,0
David Bell,97989,WR,CLV,1,59.1,0,8,46.1,,34.1,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,22,0,9,0,0,13,0
Sammy Watkins,8639,WR,GB,1,31.7,0,12,57.3,,52.3,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,41,0,28,0,0,13,0
Nelson Agholor,9453,WR,NE,1,40.6,0,19,49.7,66.6,60.9,0,0,0,0.0,5.0,,0,0,0,13,0,0,0,32,1,20,0,0,12,0
